Date,Region,Product,UnitsSold,Revenue,Discount,Profit,Customer Name,Customer ID,Unnamed: 9,Postal Code,Product ID,Order ID,Row ID,Ship Mode,Ship Date,Segment,Category,Sub-Category,Country,State,City
01-06-2022,North,Furniture,155,187240,15,32745.86,Customer 275,CUST-1274,,394973,PROD-2274,ORD-3274,275,Same Day,15-01-2024,Home Office,Technology,Binders,India,Bihar,Patna
01-06-2022,North,Groceries,442,536146,10,132582.93,Customer 276,CUST-1275,,545979,PROD-2275,ORD-3275,276,Second Class,13-01-2024,Home Office,Technology,Accessories,India,West Bengal,Kolkata
01-06-2022,South,Electronics,345,524400,10,99724.03,Customer 277,CUST-1276,,995817,PROD-2276,ORD-3276,277,Same Day,17-01-2024,Corporate,Technology,Chairs,India,Odisha,Bhubaneswar
01-06-2022,South,Clothing,351,644436,20,85777.08,Customer 278,CUST-1277,,127456,PROD-2277,ORD-3277,278,Same Day,22-01-2024,Corporate,Office Supplies,Phones,India,Telangana,Hyderabad
01-06-2022,South,Furniture,469,658945,0,109667.74,Customer 279,CUST-1278,,800550,PROD-2278,ORD-3278,279,Second Class,17-01-2024,Corporate,Office Supplies,Accessories,India,Andhra Pradesh,Visakhapatnam
01-06-2022,South,Groceries,487,373042,10,81418.31,Customer 280,CUST-1279,,583890,PROD-2279,ORD-3279,280,Second Class,08-01-2024,Corporate,Furniture,Binders,India,Chhattisgarh,Raipur
01-06-2022,East,Electronics,198,327492,0,81496.36,Customer 281,CUST-1280,,214733,PROD-2280,ORD-3280,281,Standard Class,27-01-2024,Consumer,Technology,Binders,India,Jharkhand,Ranchi
01-06-2022,East,Clothing,251,416409,0,42026.66,Customer 282,CUST-1281,,711665,PROD-2281,ORD-3281,282,Same Day,12-01-2024,Consumer,Technology,Binders,India,Assam,Guwahati
01-06-2022,East,Furniture,474,366876,15,76119.11,Customer 283,CUST-1282,,536002,PROD-2282,ORD-3282,283,Second Class,21-01-2024,Home Office,Furniture,Chairs,India,Himachal Pradesh,Shimla
01-06-2022,East,Groceries,124,72540,5,14229.98,Customer 284,CUST-1283,,753961,PROD-2283,ORD-3283,284,First Class,15-01-2024,Home Office,Furniture,Chairs,India,Uttarakhand,Dehradun
01-06-2022,West,Electronics,396,693792,10,73936.95,Customer 285,CUST-1284,,557937,PROD-2284,ORD-3284,285,Standard Class,16-01-2024,Corporate,Technology,Storage,India,Goa,Panaji
01-06-2022,West,Clothing,300,420600,0,83982.7,Customer 286,CUST-1285,,642502,PROD-2285,ORD-3285,286,Second Class,10-01-2024,Consumer,Furniture,Accessories,India,Sikkim,Gangtok
01-06-2022,West,Furniture,247,425828,0,73446.29,Customer 287,CUST-1286,,955868,PROD-2286,ORD-3286,287,Same Day,29-01-2024,Home Office,Technology,Binders,India,Maharashtra,Pune
01-06-2022,West,Groceries,112,134624,5,13814.97,Customer 288,CUST-1287,,951825,PROD-2287,ORD-3287,288,First Class,17-01-2024,Corporate,Furniture,Accessories,India,Karnataka,Mysuru
01-07-2022,North,Electronics,98,114268,0,33390.72,Customer 289,CUST-1288,,557496,PROD-2288,ORD-3288,289,Second Class,16-01-2024,Corporate,Furniture,Chairs,India,Tamil Nadu,Coimbatore
01-07-2022,North,Clothing,226,78422,15,16234.45,Customer 290,CUST-1289,,358849,PROD-2289,ORD-3289,290,Second Class,25-01-2024,Home Office,Office Supplies,Storage,India,Kerala,Thiruvananthapuram
01-07-2022,North,Furniture,409,310840,0,50352.16,Customer 291,CUST-1290,,450804,PROD-2290,ORD-3290,291,Same Day,30-01-2024,Consumer,Furniture,Storage,India,Gujarat,Surat
01-07-2022,North,Groceries,264,167376,10,43510.46,Customer 292,CUST-1291,,234350,PROD-2291,ORD-3291,292,Same Day,16-01-2024,Corporate,Technology,Binders,India,Rajasthan,Udaipur
01-07-2022,South,Electronics,367,84777,20,19074.42,Customer 293,CUST-1292,,947710,PROD-2292,ORD-3292,293,Second Class,13-01-2024,Corporate,Office Supplies,Accessories,India,Punjab,Amritsar
01-07-2022,South,Clothing,335,457945,10,51812.69,Customer 294,CUST-1293,,583762,PROD-2293,ORD-3293,294,First Class,04-01-2024,Consumer,Technology,Tables,India,Haryana,Faridabad
01-07-2022,South,Furniture,127,202438,5,41475.1,Customer 295,CUST-1294,,898177,PROD-2294,ORD-3294,295,First Class,23-01-2024,Corporate,Office Supplies,Phones,India,Uttar Pradesh,Kanpur
01-07-2022,South,Groceries,162,50706,10,6644.92,Customer 296,CUST-1295,,872639,PROD-2295,ORD-3295,296,Same Day,17-01-2024,Home Office,Technology,Binders,India,Madhya Pradesh,Indore
01-07-2022,East,Electronics,434,645358,20,74281.14,Customer 297,CUST-1296,,634683,PROD-2296,ORD-3296,297,Same Day,22-01-2024,Corporate,Furniture,Accessories,India,Bihar,Gaya
01-07-2022,East,Clothing,180,179820,5,27719.06,Customer 298,CUST-1297,,334999,PROD-2297,ORD-3297,298,First Class,12-01-2024,Home Office,Furniture,Storage,India,West Bengal,Howrah
01-07-2022,East,Furniture,415,149815,15,38974.37,Customer 299,CUST-1298,,586027,PROD-2298,ORD-3298,299,Standard Class,28-01-2024,Consumer,Furniture,Tables,India,Odisha,Cuttack
01-07-2022,East,Groceries,104,176696,5,48308.47,Customer 300,CUST-1299,,939739,PROD-2299,ORD-3299,300,Standard Class,05-01-2024,Home Office,Technology,Chairs,India,Telangana,Warangal
01-07-2022,West,Electronics,57,58824,0,8493.86,Customer 301,CUST-1300,,842232,PROD-2300,ORD-3300,301,Standard Class,10-01-2024,Home Office,Furniture,Storage,India,Andhra Pradesh,Vijayawada
01-07-2022,West,Clothing,492,979080,20,214428.11,Customer 302,CUST-1301,,671800,PROD-2301,ORD-3301,302,Same Day,28-01-2024,Home Office,Office Supplies,Accessories,India,Chhattisgarh,Bilaspur
01-07-2022,West,Furniture,298,435676,20,59125.12,Customer 303,CUST-1302,,572153,PROD-2302,ORD-3302,303,First Class,25-01-2024,Home Office,Furniture,Binders,India,Jharkhand,Jamshedpur
01-07-2022,West,Groceries,146,266742,5,69636.47,Customer 304,CUST-1303,,992551,PROD-2303,ORD-3303,304,Second Class,29-01-2024,Home Office,Technology,Storage,India,Assam,Silchar
01-08-2022,North,Electronics,137,178237,10,52139.65,Customer 305,CUST-1304,,827257,PROD-2304,ORD-3304,305,Standard Class,11-01-2024,Home Office,Technology,Tables,India,Himachal Pradesh,Solan
01-08-2022,North,Clothing,214,81534,20,14780.36,Customer 306,CUST-1305,,224847,PROD-2305,ORD-3305,306,First Class,30-01-2024,Corporate,Office Supplies,Binders,India,Uttarakhand,Haridwar
01-08-2022,North,Furniture,360,411480,5,42218.01,Customer 307,CUST-1306,,993730,PROD-2306,ORD-3306,307,First Class,16-01-2024,Home Office,Office Supplies,Phones,India,Goa,Margao
01-08-2022,North,Groceries,312,591552,20,62294.24,Customer 308,CUST-1307,,377750,PROD-2307,ORD-3307,308,Second Class,06-01-2024,Home Office,Furniture,Binders,India,Sikkim,Namchi
01-08-2022,South,Electronics,430,479020,15,109496.84,Customer 309,CUST-1308,,545400,PROD-2308,ORD-3308,309,First Class,30-01-2024,Corporate,Technology,Binders,India,Maharashtra,Nagpur
01-08-2022,South,Clothing,131,93403,0,24610.64,Customer 310,CUST-1309,,780574,PROD-2309,ORD-3309,310,First Class,04-01-2024,Consumer,Furniture,Chairs,India,Karnataka,Mangaluru
01-08-2022,South,Furniture,453,790938,5,209615.55,Customer 311,CUST-1310,,818136,PROD-2310,ORD-3310,311,Same Day,26-01-2024,Corporate,Office Supplies,Accessories,India,Tamil Nadu,Madurai
01-08-2022,South,Groceries,244,163480,15,43507.08,Customer 312,CUST-1311,,678720,PROD-2311,ORD-3311,312,First Class,25-01-2024,Consumer,Furniture,Binders,India,Kerala,Kozhikode
01-08-2022,East,Electronics,342,387486,0,72547.18,Customer 313,CUST-1312,,684002,PROD-2312,ORD-3312,313,Second Class,16-01-2024,Corporate,Technology,Binders,India,Gujarat,Vadodara
01-08-2022,East,Clothing,477,821871,5,207704.19,Customer 314,CUST-1313,,662439,PROD-2313,ORD-3313,314,Same Day,06-01-2024,Corporate,Office Supplies,Phones,India,Rajasthan,Jodhpur
01-08-2022,East,Furniture,329,260568,5,55541.46,Customer 315,CUST-1314,,246630,PROD-2314,ORD-3314,315,Same Day,14-01-2024,Consumer,Furniture,Chairs,India,Punjab,Jalandhar
01-08-2022,East,Groceries,108,210600,0,41478.86,Customer 316,CUST-1315,,375165,PROD-2315,ORD-3315,316,Standard Class,06-01-2024,Home Office,Furniture,Binders,India,Haryana,Panipat
01-08-2022,West,Electronics,258,187050,0,38967.54,Customer 317,CUST-1316,,928636,PROD-2316,ORD-3316,317,Standard Class,14-01-2024,Consumer,Technology,Binders,India,Uttar Pradesh,Noida
01-08-2022,West,Clothing,286,430144,0,55003.04,Customer 318,CUST-1317,,673450,PROD-2317,ORD-3317,318,Second Class,16-01-2024,Corporate,Office Supplies,Chairs,India,Madhya Pradesh,Gwalior
01-08-2022,West,Furniture,284,196812,15,24887.91,Customer 319,CUST-1318,,223125,PROD-2318,ORD-3318,319,Standard Class,07-01-2024,Home Office,Technology,Phones,India,Bihar,Bhagalpur
01-08-2022,West,Groceries,78,103896,5,16047.93,Customer 320,CUST-1319,,848256,PROD-2319,ORD-3319,320,First Class,27-01-2024,Corporate,Furniture,Binders,India,West Bengal,Durgapur
01-09-2022,North,Electronics,124,128588,5,26480.43,Customer 321,CUST-1320,,166123,PROD-2320,ORD-3320,321,Second Class,13-01-2024,Home Office,Technology,Binders,India,Odisha,Rourkela
01-09-2022,North,Clothing,91,143689,0,22244.64,Customer 322,CUST-1321,,787436,PROD-2321,ORD-3321,322,First Class,18-01-2024,Consumer,Technology,Storage,India,Telangana,Nizamabad
01-09-2022,North,Furniture,66,125400,0,25016.42,Customer 323,CUST-1322,,179696,PROD-2322,ORD-3322,323,First Class,06-01-2024,Consumer,Furniture,Phones,India,Andhra Pradesh,Guntur
01-09-2022,North,Groceries,125,227750,20,23275.86,Customer 324,CUST-1323,,988042,PROD-2323,ORD-3323,324,Standard Class,14-01-2024,Home Office,Office Supplies,Storage,India,Chhattisgarh,Durg
01-09-2022,South,Electronics,76,114760,10,25187.83,Customer 325,CUST-1324,,271049,PROD-2324,ORD-3324,325,First Class,03-01-2024,Consumer,Furniture,Tables,India,Jharkhand,Dhanbad
01-09-2022,South,Clothing,317,625124,0,124308.89,Customer 326,CUST-1325,,730016,PROD-2325,ORD-3325,326,First Class,16-01-2024,Home Office,Technology,Phones,India,Assam,Dibrugarh
01-09-2022,South,Furniture,443,845244,0,155317.05,Customer 327,CUST-1326,,953873,PROD-2326,ORD-3326,327,Standard Class,15-01-2024,Home Office,Furniture,Accessories,India,Himachal Pradesh,Dharamshala
01-09-2022,South,Groceries,239,199087,5,26529.67,Customer 328,CUST-1327,,917660,PROD-2327,ORD-3327,328,First Class,21-01-2024,Corporate,Technology,Tables,India,Uttarakhand,Haldwani
01-09-2022,East,Electronics,412,794336,10,93785.18,Customer 329,CUST-1328,,451199,PROD-2328,ORD-3328,329,Standard Class,24-01-2024,Home Office,Office Supplies,Binders,India,Goa,Vasco da Gama
01-09-2022,East,Clothing,420,417060,20,74177.93,Customer 330,CUST-1329,,710401,PROD-2329,ORD-3329,330,Standard Class,03-01-2024,Corporate,Furniture,Tables,India,Sikkim,Gyalshing
01-09-2022,East,Furniture,345,72450,15,17663.98,Customer 331,CUST-1330,,658969,PROD-2330,ORD-3330,331,Same Day,29-01-2024,Corporate,Office Supplies,Tables,India,Maharashtra,Mumbai
01-09-2022,East,Groceries,344,324392,10,94028.71,Customer 332,CUST-1331,,340532,PROD-2331,ORD-3331,332,First Class,23-01-2024,Home Office,Technology,Phones,India,Karnataka,Bengaluru
01-09-2022,West,Electronics,104,85488,20,16819.85,Customer 333,CUST-1332,,343270,PROD-2332,ORD-3332,333,Second Class,26-01-2024,Corporate,Furniture,Tables,India,Tamil Nadu,Chennai
01-09-2022,West,Clothing,299,529529,15,70111.11,Customer 334,CUST-1333,,867075,PROD-2333,ORD-3333,334,Second Class,17-01-2024,Consumer,Furniture,Storage,India,Kerala,Kochi
01-09-2022,West,Furniture,293,502202,0,100075.42,Customer 335,CUST-1334,,759476,PROD-2334,ORD-3334,335,Second Class,11-01-2024,Corporate,Office Supplies,Phones,India,Gujarat,Ahmedabad
01-09-2022,West,Groceries,414,281934,0,71662.67,Customer 336,CUST-1335,,800404,PROD-2335,ORD-3335,336,First Class,22-01-2024,Consumer,Technology,Storage,India,Rajasthan,Jaipur
01-10-2022,North,Electronics,122,111264,0,20312.21,Customer 337,CUST-1336,,329852,PROD-2336,ORD-3336,337,Same Day,24-01-2024,Home Office,Technology,Tables,India,Punjab,Ludhiana
01-10-2022,North,Clothing,110,125180,5,24026.59,Customer 338,CUST-1337,,709731,PROD-2337,ORD-3337,338,First Class,04-01-2024,Consumer,Office Supplies,Phones,India,Haryana,Gurugram
01-10-2022,North,Furniture,340,112200,5,29158.89,Customer 339,CUST-1338,,973373,PROD-2338,ORD-3338,339,First Class,30-01-2024,Consumer,Technology,Phones,India,Uttar Pradesh,Lucknow
01-10-2022,North,Groceries,221,366418,5,44196.88,Customer 340,CUST-1339,,191810,PROD-2339,ORD-3339,340,First Class,19-01-2024,Consumer,Technology,Storage,India,Madhya Pradesh,Bhopal
01-10-2022,South,Electronics,150,190050,10,53872.09,Customer 341,CUST-1340,,500635,PROD-2340,ORD-3340,341,First Class,09-01-2024,Corporate,Furniture,Binders,India,Bihar,Patna
01-10-2022,South,Clothing,494,612560,5,145857.92,Customer 342,CUST-1341,,275141,PROD-2341,ORD-3341,342,Second Class,14-01-2024,Home Office,Technology,Chairs,India,West Bengal,Kolkata
01-10-2022,South,Furniture,352,74272,10,18303.96,Customer 343,CUST-1342,,199762,PROD-2342,ORD-3342,343,Standard Class,16-01-2024,Corporate,Office Supplies,Accessories,India,Odisha,Bhubaneswar
01-10-2022,South,Groceries,198,258192,20,61567.25,Customer 344,CUST-1343,,476307,PROD-2343,ORD-3343,344,Same Day,07-01-2024,Consumer,Furniture,Tables,India,Telangana,Hyderabad
01-10-2022,East,Electronics,247,351481,0,98651.14,Customer 345,CUST-1344,,243266,PROD-2344,ORD-3344,345,Second Class,17-01-2024,Consumer,Technology,Binders,India,Andhra Pradesh,Visakhapatnam
01-10-2022,East,Clothing,317,595326,10,177129.49,Customer 346,CUST-1345,,832040,PROD-2345,ORD-3345,346,Standard Class,21-01-2024,Consumer,Technology,Phones,India,Chhattisgarh,Raipur
01-10-2022,East,Furniture,414,729054,5,158680.61,Customer 347,CUST-1346,,597563,PROD-2346,ORD-3346,347,Second Class,05-01-2024,Consumer,Technology,Binders,India,Jharkhand,Ranchi
01-10-2022,East,Groceries,450,531000,5,86325.19,Customer 348,CUST-1347,,955925,PROD-2347,ORD-3347,348,Standard Class,20-01-2024,Home Office,Office Supplies,Binders,India,Assam,Guwahati
01-10-2022,West,Electronics,384,317952,0,44042.65,Customer 349,CUST-1348,,795212,PROD-2348,ORD-3348,349,Second Class,10-01-2024,Home Office,Technology,Chairs,India,Himachal Pradesh,Shimla
01-10-2022,West,Clothing,377,648817,10,187412.93,Customer 350,CUST-1349,,340640,PROD-2349,ORD-3349,350,Second Class,13-01-2024,Consumer,Furniture,Storage,India,Uttarakhand,Dehradun
01-10-2022,West,Furniture,131,189426,15,50938.52,Customer 351,CUST-1350,,527273,PROD-2350,ORD-3350,351,Second Class,20-01-2024,Home Office,Technology,Phones,India,Goa,Panaji
01-10-2022,West,Groceries,451,751366,5,171994.69,Customer 352,CUST-1351,,708814,PROD-2351,ORD-3351,352,Standard Class,04-01-2024,Consumer,Office Supplies,Phones,India,Sikkim,Gangtok
01-11-2022,North,Electronics,63,87066,10,18469.78,Customer 353,CUST-1352,,252577,PROD-2352,ORD-3352,353,Same Day,22-01-2024,Home Office,Furniture,Chairs,India,Maharashtra,Pune
01-11-2022,North,Clothing,350,462350,10,110620.82,Customer 354,CUST-1353,,913961,PROD-2353,ORD-3353,354,Standard Class,04-01-2024,Corporate,Office Supplies,Storage,India,Karnataka,Mysuru
01-11-2022,North,Furniture,473,560505,15,120220.22,Customer 355,CUST-1354,,593481,PROD-2354,ORD-3354,355,Second Class,28-01-2024,Consumer,Technology,Storage,India,Tamil Nadu,Coimbatore
01-11-2022,North,Groceries,425,295800,15,76359.18,Customer 356,CUST-1355,,426855,PROD-2355,ORD-3355,356,Same Day,08-01-2024,Consumer,Technology,Binders,India,Kerala,Thiruvananthapuram
01-11-2022,South,Electronics,458,741960,5,151384.79,Customer 357,CUST-1356,,420672,PROD-2356,ORD-3356,357,Second Class,07-01-2024,Home Office,Technology,Tables,India,Gujarat,Surat
01-11-2022,South,Clothing,475,632225,5,66307.86,Customer 358,CUST-1357,,163509,PROD-2357,ORD-3357,358,First Class,13-01-2024,Consumer,Furniture,Phones,India,Rajasthan,Udaipur
01-11-2022,South,Furniture,219,163155,10,44857.89,Customer 359,CUST-1358,,636800,PROD-2358,ORD-3358,359,First Class,06-01-2024,Consumer,Office Supplies,Accessories,India,Punjab,Amritsar
01-11-2022,South,Groceries,190,284430,10,32426.71,Customer 360,CUST-1359,,702901,PROD-2359,ORD-3359,360,Second Class,07-01-2024,Corporate,Furniture,Accessories,India,Haryana,Faridabad
01-11-2022,East,Electronics,351,80028,0,14435.95,Customer 361,CUST-1360,,545431,PROD-2360,ORD-3360,361,First Class,25-01-2024,Home Office,Office Supplies,Chairs,India,Uttar Pradesh,Kanpur
01-11-2022,East,Clothing,294,278418,0,60180.45,Customer 362,CUST-1361,,321499,PROD-2361,ORD-3361,362,First Class,21-01-2024,Consumer,Furniture,Chairs,India,Madhya Pradesh,Indore
01-11-2022,East,Furniture,285,416670,0,105690.3,Customer 363,CUST-1362,,691606,PROD-2362,ORD-3362,363,First Class,04-01-2024,Home Office,Technology,Storage,India,Bihar,Gaya
01-11-2022,East,Groceries,458,724556,15,179339.54,Customer 364,CUST-1363,,310363,PROD-2363,ORD-3363,364,Standard Class,15-01-2024,Corporate,Office Supplies,Tables,India,West Bengal,Howrah
01-11-2022,West,Electronics,226,45652,20,7803.04,Customer 365,CUST-1364,,153507,PROD-2364,ORD-3364,365,Standard Class,24-01-2024,Home Office,Furniture,Phones,India,Odisha,Cuttack
01-11-2022,West,Clothing,207,108261,5,15884.22,Customer 366,CUST-1365,,862765,PROD-2365,ORD-3365,366,First Class,28-01-2024,Corporate,Technology,Chairs,India,Telangana,Warangal
01-11-2022,West,Furniture,202,127462,0,35952.93,Customer 367,CUST-1366,,214587,PROD-2366,ORD-3366,367,First Class,14-01-2024,Home Office,Office Supplies,Tables,India,Andhra Pradesh,Vijayawada
01-11-2022,West,Groceries,122,72956,0,13009.95,Customer 368,CUST-1367,,868373,PROD-2367,ORD-3367,368,Standard Class,13-01-2024,Home Office,Office Supplies,Storage,India,Chhattisgarh,Bilaspur
01-12-2022,North,Electronics,189,72954,5,18938.7,Customer 369,CUST-1368,,123858,PROD-2368,ORD-3368,369,First Class,15-01-2024,Home Office,Office Supplies,Tables,India,Jharkhand,Jamshedpur
01-12-2022,North,Clothing,476,763028,10,214216.14,Customer 370,CUST-1369,,729547,PROD-2369,ORD-3369,370,Second Class,07-01-2024,Corporate,Technology,Accessories,India,Assam,Silchar
01-12-2022,North,Furniture,275,378400,15,42758.17,Customer 371,CUST-1370,,742698,PROD-2370,ORD-3370,371,First Class,03-01-2024,Consumer,Office Supplies,Chairs,India,Himachal Pradesh,Solan
01-12-2022,North,Groceries,121,227843,20,52387.79,Customer 372,CUST-1371,,187026,PROD-2371,ORD-3371,372,Second Class,24-01-2024,Home Office,Technology,Phones,India,Uttarakhand,Haridwar
01-12-2022,South,Electronics,422,618652,20,76754.76,Customer 373,CUST-1372,,620290,PROD-2372,ORD-3372,373,Second Class,16-01-2024,Corporate,Office Supplies,Phones,India,Goa,Margao
01-12-2022,South,Clothing,156,66300,0,9553.65,Customer 374,CUST-1373,,396027,PROD-2373,ORD-3373,374,Same Day,05-01-2024,Consumer,Office Supplies,Binders,India,Sikkim,Namchi
01-12-2022,South,Furniture,290,204450,10,54228.55,Customer 375,CUST-1374,,881040,PROD-2374,ORD-3374,375,Standard Class,29-01-2024,Corporate,Technology,Phones,India,Maharashtra,Nagpur
01-12-2022,South,Groceries,54,107784,0,21950.44,Customer 376,CUST-1375,,792860,PROD-2375,ORD-3375,376,First Class,05-01-2024,Home Office,Technology,Storage,India,Karnataka,Mangaluru
01-12-2022,East,Electronics,69,136344,20,20730.65,Customer 377,CUST-1376,,914335,PROD-2376,ORD-3376,377,Standard Class,02-01-2024,Corporate,Furniture,Phones,India,Tamil Nadu,Madurai
01-12-2022,East,Clothing,468,416052,5,99521.35,Customer 378,CUST-1377,,996377,PROD-2377,ORD-3377,378,First Class,11-01-2024,Home Office,Office Supplies,Binders,India,Kerala,Kozhikode
01-12-2022,East,Furniture,265,53530,10,7755.86,Customer 379,CUST-1378,,204338,PROD-2378,ORD-3378,379,Standard Class,20-01-2024,Home Office,Technology,Binders,India,Gujarat,Vadodara
01-12-2022,East,Groceries,169,184548,0,40339.98,Customer 380,CUST-1379,,497316,PROD-2379,ORD-3379,380,First Class,21-01-2024,Home Office,Furniture,Accessories,India,Rajasthan,Jodhpur
01-12-2022,West,Electronics,447,706260,5,135239.2,Customer 381,CUST-1380,,196186,PROD-2380,ORD-3380,381,Same Day,13-01-2024,Consumer,Office Supplies,Chairs,India,Punjab,Jalandhar
01-12-2022,West,Clothing,489,755994,10,95181.9,Customer 382,CUST-1381,,222510,PROD-2381,ORD-3381,382,First Class,07-01-2024,Corporate,Office Supplies,Binders,India,Haryana,Panipat
01-12-2022,West,Furniture,186,263748,0,71327.67,Customer 383,CUST-1382,,613351,PROD-2382,ORD-3382,383,Second Class,17-01-2024,Corporate,Furniture,Accessories,India,Uttar Pradesh,Noida
01-12-2022,West,Groceries,219,157680,0,33139.84,Customer 384,CUST-1383,,606107,PROD-2383,ORD-3383,384,Second Class,07-01-2024,Home Office,Technology,Tables,India,Madhya Pradesh,Gwalior
01-01-2023,North,Electronics,492,712908,15,124429.33,Customer 385,CUST-1384,,323744,PROD-2384,ORD-3384,385,Same Day,11-01-2024,Consumer,Technology,Phones,India,Bihar,Bhagalpur
01-01-2023,North,Clothing,377,555698,20,60991.59,Customer 386,CUST-1385,,382619,PROD-2385,ORD-3385,386,Second Class,02-01-2024,Home Office,Furniture,Phones,India,West Bengal,Durgapur
01-01-2023,North,Furniture,451,294503,20,42419.22,Customer 387,CUST-1386,,589068,PROD-2386,ORD-3386,387,Standard Class,05-01-2024,Home Office,Office Supplies,Storage,India,Odisha,Rourkela
01-01-2023,North,Groceries,333,390276,0,43829.32,Customer 388,CUST-1387,,836400,PROD-2387,ORD-3387,388,First Class,14-01-2024,Home Office,Furniture,Accessories,India,Telangana,Nizamabad
01-01-2023,South,Electronics,350,148050,20,41646.87,Customer 389,CUST-1388,,948619,PROD-2388,ORD-3388,389,Second Class,09-01-2024,Home Office,Furniture,Chairs,India,Andhra Pradesh,Guntur
01-01-2023,South,Clothing,372,666252,5,139083.96,Customer 390,CUST-1389,,133467,PROD-2389,ORD-3389,390,Standard Class,30-01-2024,Corporate,Technology,Tables,India,Chhattisgarh,Durg
01-01-2023,South,Furniture,286,432432,10,118327.3,Customer 391,CUST-1390,,909541,PROD-2390,ORD-3390,391,Same Day,24-01-2024,Home Office,Technology,Phones,India,Jharkhand,Dhanbad
01-01-2023,South,Groceries,141,77832,10,21283.85,Customer 392,CUST-1391,,132117,PROD-2391,ORD-3391,392,Standard Class,24-01-2024,Home Office,Technology,Storage,India,Assam,Dibrugarh
01-01-2023,East,Electronics,218,213640,10,31562.75,Customer 393,CUST-1392,,836695,PROD-2392,ORD-3392,393,Standard Class,24-01-2024,Consumer,Office Supplies,Accessories,India,Himachal Pradesh,Dharamshala
01-01-2023,East,Clothing,230,320390,15,71678.38,Customer 394,CUST-1393,,875138,PROD-2393,ORD-3393,394,First Class,12-01-2024,Consumer,Technology,Binders,India,Uttarakhand,Haldwani
01-01-2023,East,Furniture,471,423429,20,116940.14,Customer 395,CUST-1394,,146057,PROD-2394,ORD-3394,395,First Class,08-01-2024,Home Office,Furniture,Binders,India,Goa,Vasco da Gama
01-01-2023,East,Groceries,363,348480,10,96115.77,Customer 396,CUST-1395,,301343,PROD-2395,ORD-3395,396,Same Day,23-01-2024,Consumer,Office Supplies,Chairs,India,Sikkim,Gyalshing
01-01-2023,West,Electronics,475,768075,10,111927.75,Customer 397,CUST-1396,,291553,PROD-2396,ORD-3396,397,Second Class,11-01-2024,Consumer,Technology,Tables,India,Maharashtra,Mumbai
01-01-2023,West,Clothing,88,24728,15,5223.45,Customer 398,CUST-1397,,603158,PROD-2397,ORD-3397,398,First Class,17-01-2024,Consumer,Furniture,Accessories,India,Karnataka,Bengaluru
01-01-2023,West,Furniture,126,220122,5,34648.88,Customer 399,CUST-1398,,461060,PROD-2398,ORD-3398,399,Standard Class,30-01-2024,Home Office,Furniture,Tables,India,Tamil Nadu,Chennai
01-01-2023,West,Groceries,95,179550,0,38059.01,Customer 400,CUST-1399,,252357,PROD-2399,ORD-3399,400,Standard Class,22-01-2024,Corporate,Technology,Phones,India,Kerala,Kochi
01-02-2023,North,Electronics,409,591414,5,134133.37,Customer 401,CUST-1400,,405631,PROD-2400,ORD-3400,401,Same Day,12-01-2024,Consumer,Technology,Accessories,India,Gujarat,Ahmedabad
01-02-2023,North,Clothing,393,221652,10,27859.38,Customer 402,CUST-1401,,203611,PROD-2401,ORD-3401,402,Same Day,21-01-2024,Home Office,Furniture,Storage,India,Rajasthan,Jaipur
01-02-2023,North,Furniture,463,776914,5,144854.18,Customer 403,CUST-1402,,763184,PROD-2402,ORD-3402,403,First Class,23-01-2024,Consumer,Office Supplies,Accessories,India,Punjab,Ludhiana
01-02-2023,North,Groceries,368,601680,15,81767.99,Customer 404,CUST-1403,,735837,PROD-2403,ORD-3403,404,Standard Class,23-01-2024,Home Office,Furniture,Accessories,India,Haryana,Gurugram
01-02-2023,South,Electronics,86,102168,15,13767.21,Customer 405,CUST-1404,,502524,PROD-2404,ORD-3404,405,Same Day,24-01-2024,Corporate,Technology,Chairs,India,Uttar Pradesh,Lucknow
01-02-2023,South,Clothing,291,450177,10,59997.57,Customer 406,CUST-1405,,625353,PROD-2405,ORD-3405,406,Standard Class,27-01-2024,Corporate,Office Supplies,Tables,India,Madhya Pradesh,Bhopal
01-02-2023,South,Furniture,61,68137,0,14747.17,Customer 407,CUST-1406,,896188,PROD-2406,ORD-3406,407,Second Class,03-01-2024,Corporate,Technology,Phones,India,Bihar,Patna
01-02-2023,South,Groceries,242,53482,5,6147.16,Customer 408,CUST-1407,,227062,PROD-2407,ORD-3407,408,Standard Class,20-01-2024,Home Office,Furniture,Storage,India,West Bengal,Kolkata
01-02-2023,East,Electronics,259,130795,20,24745.32,Customer 409,CUST-1408,,220273,PROD-2408,ORD-3408,409,Second Class,11-01-2024,Home Office,Office Supplies,Tables,India,Odisha,Bhubaneswar
01-02-2023,East,Clothing,300,435000,15,109468.9,Customer 410,CUST-1409,,160564,PROD-2409,ORD-3409,410,Second Class,24-01-2024,Home Office,Office Supplies,Accessories,India,Telangana,Hyderabad
01-02-2023,East,Furniture,56,12768,10,3374.62,Customer 411,CUST-1410,,207054,PROD-2410,ORD-3410,411,First Class,18-01-2024,Corporate,Furniture,Binders,India,Andhra Pradesh,Visakhapatnam
01-02-2023,East,Groceries,416,115648,10,17405.23,Customer 412,CUST-1411,,560114,PROD-2411,ORD-3411,412,First Class,19-01-2024,Home Office,Furniture,Tables,India,Chhattisgarh,Raipur
